Место,Название компании,Регион,Отрасль,Итоговый балл,kind
176,Стройгазсервис,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",101.67,Средние
177,ЭЛМА Групп,Москва,Строительство и недвижимость,101.67,Средние
178,Всероссийский научно-исследовательский институт минерального сырья им. Н.М. Федоровского,Москва,Государственная служба и организации,101.65,Средние
179,Haulmont,Самарская область,IT и интернет,101.62,Средние
180,Световые Технологии,Москва,"Промышленное производство (непищевое), торгово-производственные компании",101.62,Средние
181,ПСБ Лизинг,Москва,"Финансы, страхование, аудит",101.59,Средние
182,АвтоМоё,Пермский край,Услуги для населения,101.59,Средние
183,Волжская судоходная компания,Республика Татарстан,"Энергетика, добыча и переработка сырья",101.45,Средние
184,ХимПартнеры,Москва,"Оптовые продажи, дилеры, дистрибьюторы",101.37,Средние
185,Selecty,Москва,IT и интернет,101.34,Средние
186,Яков и Партнёры,Москва,Услуги для бизнеса,101.28,Средние
187,ППР,Москва,Услуги для бизнеса,101.26,Средние
188,WONE IT,Санкт-Петербург,IT и интернет,101.2,Средние
189,MGCom,Москва,"Маркетинг, реклама, издательский бизнес",101.19,Средние
190,Меркатор Холдинг,Москва,"Промышленное производство (непищевое), торгово-производственные компании",101.19,Средние
191,Эльба Мебель,Санкт-Петербург,Розничные сети,101.11,Средние
192,"Валта (Мнямс, Monge, Fiory, Mr Kranch, Award)",Москва,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",101.09,Средние
193,Рубитех (Rubytech),Москва,IT и интернет,101.06,Средние
194,ЛУЧАНО,Республика Татарстан,"Ресторанные сети, гостиницы",101.05,Средние
195,Фёст Логистик,Нижегородская область,"Промышленное производство (непищевое), торгово-производственные компании",100.97,Средние
196,ГеоТех Инновэйшн,Москва,Строительство и недвижимость,100.85,Средние
197,Работа - это просто,Москва,Услуги для бизнеса,100.81,Средние
198,TOPTOP,Санкт-Петербург,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",100.8,Средние
199,Унистрой,Республика Татарстан,Строительство и недвижимость,100.79,Средние
200,Автомобильная компания-Мостранс,Московская область,"Транспорт, логистика, автодилеры",100.79,Средние
201,Российский биотехнологический университет,Москва,Наука и образование,100.79,Средние
202,Ремтехкомплект,Свердловская область,"Промышленное производство (непищевое), торгово-производственные компании",100.74,Средние
203,"Страховая компания ""ПАРИ""",Москва,"Финансы, страхование, аудит",100.72,Средние
204,Санаторий ПлазаСПА г. Железноводск,Ставропольский край,"Ресторанные сети, гостиницы",100.66,Средние
205,ЭнергоТехСервис,Тюменская область,"Энергетика, добыча и переработка сырья",100.58,Средние
206,TrendAgent,Санкт-Петербург,Строительство и недвижимость,100.55,Средние
207,"Парк-отель ""Порто Маре""",Республика Крым,"Ресторанные сети, гостиницы",100.55,Средние
208,R-Vision,Москва,IT и интернет,100.44,Средние
209,Метран,Челябинская область,"Промышленное производство (непищевое), торгово-производственные компании",100.37,Средние
210,World Class и Физкульт (г.Нижний Новгород),Нижегородская область,Услуги для населения,100.35,Средние
211,Перфоманс Лаб,Москва,IT и интернет,100.32,Средние
212,СофтБаланс,Санкт-Петербург,IT и интернет,100.3,Средние
213,МИРТЕК,Ставропольский край,"Промышленное производство (непищевое), торгово-производственные компании",100.3,Средние
214,МойСклад,Москва,IT и интернет,100.25,Средние
215,Кафе МУ-МУ,Москва,"Ресторанные сети, гостиницы",100.22,Средние
216,ECO SERVICE (ЭКО СЕРВИС инженерные системы / эксплуатация недвижимости),Санкт-Петербург,Услуги для бизнеса,100.2,Средние
217,Автополе,Ленинградская область,"Транспорт, логистика, автодилеры",100.19,Средние
218,UPRO GROUP Гостиничная компания,Санкт-Петербург,"Ресторанные сети, гостиницы",100.19,Средние
219,Maxim Technology,Курганская область,IT и интернет,100.16,Средние
220,Эстель Центр,Москва,"Оптовые продажи, дилеры, дистрибьюторы",100.15,Средние
221,ТЕТРА ТРАНС,Свердловская область,"Транспорт, логистика, автодилеры",100.12,Средние
222,МАРР РУССИЯ,Московская область,"Оптовые продажи, дилеры, дистрибьюторы",100.11,Средние
223,АЭРОКЛУБ,Москва,IT и интернет,100.09,Средние
224,RED Solution,Санкт-Петербург,"Оптовые продажи, дилеры, дистрибьюторы",100.08,Средние
225,Крюгер Хаус,Новосибирская область,Розничные сети,100.05,Средние
226,Hoff Tech,Москва,IT и интернет,100.04,Средние
227,Программный Продукт,Москва,IT и интернет,100.01,Средние
228,PROF-IT GROUP,Ульяновская область,IT и интернет,100.0,Средние
229,Совкомбанк Лизинг,Москва,"Финансы, страхование, аудит",100.0,Средние
230,"Олимпийский комплекс ""Лужники""",Москва,Услуги для населения,99.97,Средние
231,SMARTER/Смартер,Санкт-Петербург,Услуги для бизнеса,99.93,Средние
232,SWG | светодиодное освещение,Москва,"Промышленное производство (непищевое), торгово-производственные компании",99.92,Средние
233,Энгельс Свечи зажигания,Саратовская область,"Промышленное производство (непищевое), торгово-производственные компании",99.92,Средние
234,Толедо,Нижегородская область,"Оптовые продажи, дилеры, дистрибьюторы",99.9,Средние
235,Сибалюкс,Новосибирская область,"Промышленное производство (непищевое), торгово-производственные компании",99.81,Средние
236,PUSHE,Рязанская область,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",99.79,Средние
237,Lynks Property Management,Москва,Строительство и недвижимость,99.74,Средние
238,Рексофт,Санкт-Петербург,IT и интернет,99.73,Средние
239,"АО ""Институт Гидропроект""",Москва,"Проектирование, архитектура",99.72,Средние
240,Первый Дом Консалтинга ЧТО ДЕЛАТЬ КОНСАЛТ,Москва,IT и интернет,99.7,Средние
241,ГК ПРОФИ,Ростовская область,Услуги для бизнеса,99.7,Средние
242,МЕДИПАЛ,Москва,Фармацевтика и медицина,99.66,Средние
243,МаслоМаркет,Омская область,Розничные сети,99.66,Средние
244,Здравица,Новосибирская область,Фармацевтика и медицина,99.64,Средние
245,Онлайн-школа Сотка,Республика Татарстан,IT и интернет,99.64,Средние
246,Группа Компаний ХОСТ,Свердловская область,IT и интернет,99.63,Средние
247,"""Оптима""",Удмуртская Республика,Розничные сети,99.61,Средние
248,Банк Хлынов,Кировская область,Банки,99.6,Средние
249,БАНК ИПБ,Москва,Банки,99.59,Средние
250,РусГидро ОЦО,Москва,Услуги для бизнеса,99.58,Средние
251,e2e4 Магазин компьютерной и цифровой техники,Новосибирская область,"Оптовые продажи, дилеры, дистрибьюторы",99.52,Средние
252,Мировая Техника,Краснодарский край,"Оптовые продажи, дилеры, дистрибьюторы",99.48,Средние
253,АЛРОСА ИТ,Новосибирская область,IT и интернет,99.45,Средние
254,Comitas,Москва,Сервисные и инжиниринговые компании,99.44,Средние
255,Группа Компаний REM,Новосибирская область,"Промышленное производство (непищевое), торгово-производственные компании",99.43,Средние
256,Петербургская Недвижимость,Санкт-Петербург,Строительство и недвижимость,99.41,Средние
257,Колесо.ру,Московская область,Розничные сети,99.41,Средние
258,АКГ ФБК,Москва,"Финансы, страхование, аудит",99.36,Средние
259,ГНС,Москва,"Энергетика, добыча и переработка сырья",99.33,Средние
260,АТОМ,Республика Татарстан,"Промышленное производство (непищевое), торгово-производственные компании",99.27,Средние
261,Займер,Кемеровская область,"Финансы, страхование, аудит",99.26,Средние
262,Папа Гриль,Республика Башкортостан,"Ресторанные сети, гостиницы",99.25,Средние
263,ГЭНДАЛЬФ,Ростовская область,IT и интернет,99.24,Средние
264,МаксМаркет,Московская область,Услуги для бизнеса,99.23,Средние
265,МАЙ,Москва,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",99.2,Средние
266,ЕВРОПОС ГРУПП,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",99.2,Средние
267,Аурига,Москва,IT и интернет,99.19,Средние
268,"АО ""ВНИИГ им. Б.Е. Веденеева""",Санкт-Петербург,"Энергетика, добыча и переработка сырья",99.06,Средние
269,Панавто,Московская область,"Транспорт, логистика, автодилеры",99.01,Средние
270,Группа компаний АВЗ,Москва,Фармацевтика и медицина,99.0,Средние
271,RoboFinance,Кемеровская область,IT и интернет,98.98,Средние
272,РИВС,Санкт-Петербург,Сервисные и инжиниринговые компании,98.97,Средние
273,Завод Продмаш,Самарская область,"Промышленное производство (непищевое), торгово-производственные компании",98.85,Средние
274,Like Центр,Москва,IT и интернет,98.82,Средние
275,Хмельницкие булочные,Ставропольский край,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",98.81,Средние
276,Ред Софт,Москва,IT и интернет,98.81,Средние
277,EGAR TECHNOLOGY,Москва,IT и интернет,98.8,Средние
278,ВАШ ИНВЕСТОР,Новосибирская область,"Финансы, страхование, аудит",98.77,Средние
279,ГК Рогнеда,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",98.75,Средние
280,Ферекс,Республика Татарстан,"Промышленное производство (непищевое), торгово-производственные компании",98.75,Средние
281,OLDOS,Москва,"Оптовые продажи, дилеры, дистрибьюторы",98.75,Средние
282,Оператор Газпром ИД,Санкт-Петербург,IT и интернет,98.74,Средние
283,Ситидрайв,Москва,IT и интернет,98.71,Средние
284,Компания Стройкомплект,Свердловская область,"Оптовые продажи, дилеры, дистрибьюторы",98.69,Средние
285,Цифровые решения,Москва,IT и интернет,98.66,Средние
286,"Континент (СК Континент, Континент-риэлти, УМД Континент)",Владимирская область,Строительство и недвижимость,98.61,Средние
287,Аэроэкспресс,Московская область,"Транспорт, логистика, автодилеры",98.61,Средние
288,Север Авто,Московская область,"Оптовые продажи, дилеры, дистрибьюторы",98.6,Средние
289,Мишель и К,Московская область,"Оптовые продажи, дилеры, дистрибьюторы",98.58,Средние
290,Умскул,Республика Татарстан,IT и интернет,98.57,Средние
291,SKL Group,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",98.56,Средние
292,Агропроф,Пермский край,"Оптовые продажи, дилеры, дистрибьюторы",98.55,Средние
293,Lesaffre,Санкт-Петербург,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",98.52,Средние
294,СМАРТ ОРАНЖ,Москва,Розничные сети,98.48,Средние
295,Изолятор-ВВ,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",98.41,Средние
296,Фабрика столешниц КЕДР,Воронежская область,"Промышленное производство (непищевое), торгово-производственные компании",98.35,Средние
297,Волгатрансстрой,Самарская область,Строительство и недвижимость,98.31,Средние
298,Компания Росинка,Липецкая область,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",98.3,Средние
299,Альтерра,Алтайский край,Розничные сети,98.3,Средние
300,"VARTON (Gauss, Awada sistems)",Москва,"Промышленное производство (непищевое), торгово-производственные компании",98.29,Средние
301,ОЛИМПРОЕКТ,Москва,"Проектирование, архитектура",98.26,Средние
302,Directum,Удмуртская Республика,IT и интернет,98.25,Средние
303,Абсолют страхование,Москва,"Финансы, страхование, аудит",98.24,Средние
304,LEDEL,Республика Татарстан,"Промышленное производство (непищевое), торгово-производственные компании",98.2,Средние
305,"""ФОРУМ ЭЛЕКТРО""",Москва,"Оптовые продажи, дилеры, дистрибьюторы",98.13,Средние
306,LINK GROUP,Москва,"Оптовые продажи, дилеры, дистрибьюторы",98.12,Средние
307,Galex,Алтайский край,IT и интернет,98.08,Средние
308,ТехноПрогресс,Москва,Услуги для бизнеса,98.05,Средние
309,Группа компаний Чикибамбони,Вологодская область,"Ресторанные сети, гостиницы",97.97,Средние
310,"ПАО ""РЭСК""",Рязанская область,"Энергетика, добыча и переработка сырья",97.95,Средние
311,LITOKOL,Москва,"Промышленное производство (непищевое), торгово-производственные компании",97.94,Средние
312,"Сеть салонов сотовой связи ""ИЗЮМ""",Омская область,Розничные сети,97.93,Средние
313,Группа компаний GeoSM,Нижегородская область,"Промышленное производство (непищевое), торгово-производственные компании",97.92,Средние
314,NOVARDIS,Санкт-Петербург,IT и интернет,97.92,Средние
315,amoCRM,Москва,IT и интернет,97.91,Средние
316,Тюменский кардиологический научный центр,Тюменская область,Наука и образование,97.9,Средние
317,СпецДорПроект,Москва,Сервисные и инжиниринговые компании,97.9,Средние
318,Купибилет,Санкт-Петербург,IT и интернет,97.82,Средние
319,Sturm!,Москва,"Промышленное производство (непищевое), торгово-производственные компании",97.79,Средние
320,Maytoni,Москва,"Промышленное производство (непищевое), торгово-производственные компании",97.75,Средние
321,ОВК М Групп,Ростовская область,Услуги для бизнеса,97.71,Средние
322,ЭРКОН,Нижегородская область,"Промышленное производство (непищевое), торгово-производственные компании",97.66,Средние
323,СушиSell (Сушиселл),Красноярский край,"Ресторанные сети, гостиницы",97.6,Средние
324,Груп Атлантик Теплолюкс,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",97.57,Средние
325,Ленгидропроект,Санкт-Петербург,"Проектирование, архитектура",97.53,Средние
326,"Автомобильный холдинг ""Динамика""",Архангельская область,"Транспорт, логистика, автодилеры",97.52,Средние
327,Фобос,Тверская область,Услуги для бизнеса,97.4,Средние
328,ТМК,Нижегородская область,"Оптовые продажи, дилеры, дистрибьюторы",97.39,Средние
329,БЕРВЕЛ,Рязанская область,"Промышленное производство (непищевое), торгово-производственные компании",97.38,Средние
330,НВК Ниагара,Челябинская область,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",97.32,Средние
331,Skillfactory,Москва,IT и интернет,97.32,Средние
332,Модерн Гласс,Челябинская область,"Промышленное производство (непищевое), торгово-производственные компании",97.28,Средние
333,"""СамГЭС""",Самарская область,"Энергетика, добыча и переработка сырья",97.28,Средние
334,SRG group,Москва,Услуги для бизнеса,97.26,Средние
335,MC-Bauchemie ( TM Plitonit),Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",97.22,Средние
336,ДАРС,Ульяновская область,Строительство и недвижимость,97.21,Средние
337,NL International,Новосибирская область,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",97.14,Средние
338,Космосервис,Санкт-Петербург,Строительство и недвижимость,97.13,Средние
339,ФЦБ,Республика Крым,Услуги для населения,97.13,Средние
340,Фирма ЕВРОСЕРВИС,Московская область,Фармацевтика и медицина,97.04,Средние
341,Budu,Москва,IT и интернет,96.98,Средние
342,«АЛЕКСАНДР-НЕДВИЖИМОСТЬ»,Санкт-Петербург,Строительство и недвижимость,96.98,Средние
343,DeFacto (D&F),Москва,Розничные сети,96.97,Средние
344,ГК Родная Речь,Москва,"Маркетинг, реклама, издательский бизнес",96.96,Средние
345,Лунда,Москва,"Оптовые продажи, дилеры, дистрибьюторы",96.91,Средние
346,Твой Стиль,Хабаровский край,"Промышленное производство (непищевое), торгово-производственные компании",96.9,Средние
347,ИЛЬ ДЕ БОТЭ,Москва,Розничные сети,96.89,Средние
348,Garage Eight,Санкт-Петербург,IT и интернет,96.88,Средние
349,Скандипакк,Московская область,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",96.81,Средние
350,ПАО ЯТЭК,Республика Саха (Якутия),"Энергетика, добыча и переработка сырья",96.79,Средние
351,Русхимсеть,Московская область,"Оптовые продажи, дилеры, дистрибьюторы",96.73,Средние
352,Амалит,Москва,"Промышленное производство (непищевое), торгово-производственные компании",96.7,Средние
353,Новосибирскэнергосбыт,Новосибирская область,"Энергетика, добыча и переработка сырья",96.65,Средние
354,ВОДОКОМФОРТ,Москва,"Промышленное производство (непищевое), торгово-производственные компании",96.64,Средние
355,НПК Специальная металлургия,Свердловская область,"Оптовые продажи, дилеры, дистрибьюторы",96.61,Средние
356,ТД Мегаполис,Санкт-Петербург,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",96.58,Средние
357,Георг Полимер,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",96.56,Средние
358,Приложение «Кошелёк»,Санкт-Петербург,IT и интернет,96.55,Средние
359,Арман,Санкт-Петербург,"Телекоммуникации, связь",96.37,Средние
360,Стартекс,Новосибирская область,"Оптовые продажи, дилеры, дистрибьюторы",96.29,Средние
361,ЦРТ | Группа компаний,Санкт-Петербург,IT и интернет,96.22,Средние
362,«КОМПЬЮТЕРЫ И СЕТИ»,Новосибирская область,IT и интернет,96.06,Средние
363,Major Express,Москва,"Транспорт, логистика, автодилеры",96.02,Средние
364,ЗТИ,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",95.94,Средние
365,Алвест,Рязанская область,"Промышленное производство (непищевое), торгово-производственные компании",95.91,Средние
366,ВИРАЖ,Красноярский край,Розничные сети,95.9,Средние
367,"УК ""Аэропорты Регионов""",Москва,"Транспорт, логистика, автодилеры",95.88,Средние
368,СКАНД - МЕБЕЛЬ,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",95.79,Средние
369,Новый город,Калужская область,Строительство и недвижимость,95.72,Средние
370,ЕВРОПЛАСТ,Москва,"Промышленное производство (непищевое), торгово-производственные компании",95.66,Средние
371,Белорусская косметика,Смоленская область,Розничные сети,95.62,Средние
372,АСНА,Москва,Фармацевтика и медицина,95.59,Средние
373,Lofty,Москва,IT и интернет,95.53,Средние
374,BAON,Москва,Розничные сети,95.48,Средние
375,НьюБио,Волгоградская область,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",95.47,Средние
376,МАКСИ-СТАЙЛ,Москва,"Оптовые продажи, дилеры, дистрибьюторы",95.47,Средние
377,"""КрепыЖ""",Тюменская область,Розничные сети,95.45,Средние
378,Группа компаний ЛабСтори,Санкт-Петербург,Фармацевтика и медицина,95.44,Средние
379,МистральТрейдинг,Москва,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",95.42,Средние
380,EXPOCAR,Москва,"Транспорт, логистика, автодилеры",95.42,Средние
381,Shop&Show,Москва,"Телекоммуникации, связь",95.41,Средние
382,Smart Group,Москва,"Промышленное производство (непищевое), торгово-производственные компании",95.35,Средние
383,Notamedia,Москва,IT и интернет,95.25,Средние
384,IDEAS4RETAIL,Москва,Розничные сети,95.14,Средние
385,Webbankir,Москва,IT и интернет,95.02,Средние
386,Богучанская ГЭС,Красноярский край,"Энергетика, добыча и переработка сырья",94.98,Средние
387,Клиники СМТ (Поликликический комплекс и Клиника СМТ на Римского-Корсакова),Санкт-Петербург,Фармацевтика и медицина,94.8,Средние
388,Корд Оптика,Республика Татарстан,Розничные сети,94.78,Средние
389,Вебинар Технологии,Москва,IT и интернет,94.78,Средние
390,Тара.ру,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",94.75,Средние
391,IBS Dunice,Ростовская область,IT и интернет,94.73,Средние
392,XCom,Москва,IT и интернет,94.68,Средние
393,Юнион,Приморский край,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",94.65,Средние
394,Группа Компаний Троя,Красноярский край,Строительство и недвижимость,94.58,Средние
395,Транспортные технологии,Ростовская область,"Транспорт, логистика, автодилеры",94.57,Средние
396,Акс Финанс,Белгородская область,"Финансы, страхование, аудит",94.54,Средние
397,Цифроград Ставрополь,Ставропольский край,Розничные сети,94.47,Средние
398,PROFMAX,Свердловская область,Розничные сети,94.45,Средние
399,БОНУМ,Ростовская область,"Промышленное производство (непищевое), торгово-производственные компании",94.42,Средние
400,ESoft,Тюменская область,IT и интернет,94.39,Средние
401,IT Smart Finance,Новосибирская область,IT и интернет,94.39,Средние
402,Городская стоматологическая поликлиника №33,Санкт-Петербург,Фармацевтика и медицина,94.33,Средние
403,"ОП ""Газстрой-Безопасность""",Краснодарский край,Услуги для бизнеса,94.33,Средние
404,Мир лечебной косметики,Москва,"Оптовые продажи, дилеры, дистрибьюторы",94.28,Средние
405,МДМ-Лайт,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",94.27,Средние
406,НИИ точной механики,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",94.26,Средние
407,Готэк,Ленинградская область,"Промышленное производство (непищевое), торгово-производственные компании",94.22,Средние
408,"КАДИС, Информационный центр",Санкт-Петербург,IT и интернет,94.12,Средние
409,Литрес,Москва,IT и интернет,94.08,Средние
410,Княгиня,Нижегородская область,"Оптовые продажи, дилеры, дистрибьюторы",94.05,Средние
411,Инжект,Саратовская область,"Промышленное производство (непищевое), торгово-производственные компании",93.9,Средние
412,Аконит,Вологодская область,"Промышленное производство (непищевое), торгово-производственные компании",93.82,Средние
413,Первый гипермаркет мебели,Челябинская область,Розничные сети,93.77,Средние
414,Принтград,Москва,IT и интернет,93.73,Средние
415,ИНКОМ,Красноярский край,Строительство и недвижимость,93.7,Средние
416,"Центр реабилитации СФР ""Ключи""",Томская область,Фармацевтика и медицина,93.64,Средние
417,"ООО ""Траектория-Сервис""",Самарская область,"Энергетика, добыча и переработка сырья",93.6,Средние
418,KRAVT GROUP,Москва,"Ресторанные сети, гостиницы",93.52,Средние
419,Интерсвязь,Челябинская область,IT и интернет,93.4,Средние
420,КРЭТ,Москва,"Промышленное производство (непищевое), торгово-производственные компании",93.2,Средние
421,EcoStandard group,Москва,Услуги для бизнеса,93.13,Средние
422,Бланк – банк для бизнеса,Москва,Банки,93.04,Средние
423,АВРОРА,Орловская область,"Промышленное производство (непищевое), торгово-производственные компании",92.81,Средние
424,"УК ""Русское поле""",Нижегородская область,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",92.72,Средние
425,Трансатлантик Интернейшнл,Москва,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",92.68,Средние
426,ИН ХОУМ,Москва,"Промышленное производство (непищевое), торгово-производственные компании",92.48,Средние
427,Ростерминалуголь,Ленинградская область,"Транспорт, логистика, автодилеры",92.43,Средние
428,Омега Технологии будущего,Санкт-Петербург,IT и интернет,92.43,Средние
429,Лиммэн,Самарская область,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",92.4,Средние
430,Центр коммунального сервиса,Челябинская область,Услуги для населения,92.4,Средние
431,ТЭСС,Томская область,"Энергетика, добыча и переработка сырья",92.37,Средние
432,Заповедник,Свердловская область,Розничные сети,92.28,Средние
433,Агентство судебного взыскания,Санкт-Петербург,Услуги для бизнеса,92.28,Средние
434,Вертикаль,Калужская область,"Оптовые продажи, дилеры, дистрибьюторы",92.23,Средние
435,"АО ""ИГиРГИ""",Москва,"Энергетика, добыча и переработка сырья",92.11,Средние
436,Клиника Здоровье,Московская область,Фармацевтика и медицина,92.0,Средние
437,Прио-Внешторгбанк,Рязанская область,Банки,91.74,Средние
438,Корпорация ВехА,Самарская область,"Оптовые продажи, дилеры, дистрибьюторы",91.74,Средние
439,"ООО МЦ ""ЛОТОС""",Челябинская область,Фармацевтика и медицина,91.7,Средние
440,Рокада Мед,Республика Татарстан,Фармацевтика и медицина,91.53,Средние
441,Аэропорт Елизово,Камчатский край,"Транспорт, логистика, автодилеры",91.5,Средние
442,сеть клиник ЦМРТ,Санкт-Петербург,Фармацевтика и медицина,91.46,Средние
443,АВЕСТА Фармацевтика,Москва,"Транспорт, логистика, автодилеры",91.45,Средние
444,"ХОЛДИНГОВАЯ КОМПАНИЯ ""СДС - ЭНЕРГО""",Кемеровская область,"Энергетика, добыча и переработка сырья",91.27,Средние
445,modi fun shop,Москва,Розничные сети,91.26,Средние
446,NBCom Group,Санкт-Петербург,Розничные сети,91.23,Средние
447,Группа компаний Kuzina & New York Pizza,Новосибирская область,"Ресторанные сети, гостиницы",91.22,Средние
448,ТИОН (системы очистки воздуха),Новосибирская область,"Промышленное производство (непищевое), торгово-производственные компании",91.1,Средние
449,Кейсистемс,Чувашская Республика,IT и интернет,90.95,Средние
450,"ООО ""Сыктывкархлеб""",Республика Коми,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",90.84,Средние
451,Нанолек,Москва,Фармацевтика и медицина,90.82,Средние
452,Арнест,Ставропольский край,"Промышленное производство (непищевое), торгово-производственные компании",90.28,Средние
453,"АО ""Аванта""",Краснодарский край,"Промышленное производство (непищевое), торгово-производственные компании",90.01,Средние
454,Unicon Outsourcing,Москва,Услуги для бизнеса,89.54,Средние
455,Ваша Мебель,Красноярский край,"Промышленное производство (непищевое), торгово-производственные компании",89.53,Средние
456,"Торговая Компания ""Альфа""",Тверская область,"Транспорт, логистика, автодилеры",89.4,Средние
457,Мостострой,Тамбовская область,Строительство и недвижимость,89.18,Средние
458,Тульский кирпичный завод,Тульская область,"Промышленное производство (непищевое), торгово-производственные компании",88.83,Средние
459,Аэропорт Новый Уренгой,Ямало-Ненецкий АО,"Транспорт, логистика, автодилеры",88.82,Средние
460,Компания “Уником”,Владимирская область,Строительство и недвижимость,88.7,Средние
461,Сатурн Центр,Москва,"Оптовые продажи, дилеры, дистрибьюторы",88.68,Средние
462,Регстаэр,Москва,Розничные сети,88.64,Средние
463,Международный аэропорт Благовещенск,Амурская область,"Транспорт, логистика, автодилеры",88.64,Средние
464,LICHI,Москва,Розничные сети,88.62,Средние
465,"Курорт ""Игора""",Ленинградская область,"Ресторанные сети, гостиницы",88.58,Средние
466,ВОТОНЯ,Санкт-Петербург,Розничные сети,88.25,Средние
467,UNITED COLORS OF BENETTON,Москва,Розничные сети,88.23,Средние
468,Дальневосточный банк,Приморский край,Банки,88.15,Средние
469,ОАО ТРИЦ,Тюменская область,IT и интернет,88.0,Средние
470,ГОРЭЛТЕХ,Ленинградская область,"Промышленное производство (непищевое), торгово-производственные компании",87.81,Средние
471,ERSTVAK,Москва,"Промышленное производство (непищевое), торгово-производственные компании",87.63,Средние
472,"Банк ""Кузнецкий""",Пензенская область,Банки,87.51,Средние
473,Центр Кровли,Хабаровский край,"Промышленное производство (непищевое), торгово-производственные компании",87.29,Средние
